title,category,license,author,asset_url,github_url
Finite State Machine,2D Tools,MIT,mechPenSketch,https://godotengine.org/asset-library/asset/706,https://github.com/mechPenSketch/FiniteStateMachine
Finite State Machine,Scripts,MIT,HexagonNico,https://godotengine.org/asset-library/asset/2114,https://github.com/HexagonNico/Godot3-FiniteStateMachine
FioSdk,Tools,MIT,Luzzotica,https://godotengine.org/asset-library/asset/1441,https://github.com/Luzzotica/GodotFioSdk
Firebase Analytics,Scripts,MIT,Leha_P/Qumico,https://godotengine.org/asset-library/asset/1808,https://github.com/AlexeyPe/FirebaseAnalytics
Firebase Analytics Android,Scripts,MIT,BasilYes,https://godotengine.org/asset-library/asset/2525,https://github.com/FeatureKillersGames/FirebaseAnalyticsGodotAndroidPlugin
First Person 3D Template,Templates,MIT,soykhaler,https://godotengine.org/asset-library/asset/2210,https://github.com/soykhaler/FirstPersonTemplate_Godot
First Person Character,Projects,MIT,dgilmarj,https://godotengine.org/asset-library/asset/305,https://github.com/dgilmarj/godot-first-person-character
First Person Controller,Scripts,MIT,citmen,https://godotengine.org/asset-library/asset/58,https://github.com/alpercitmen/Godot-Engine-First-Person-2.x
First Person Exploration Template,Templates,MIT,DiV4,https://godotengine.org/asset-library/asset/899,https://github.com/Ainlid/first_person_exploration_template
First Person Shooter Template,Templates,MIT,ChaffGames,https://godotengine.org/asset-library/asset/2652,https://github.com/chafmere/Godot4-FPS-Template
First Person Starter,Templates,MIT,Whimfoome,https://godotengine.org/asset-library/asset/424,https://github.com/Whimfoome/godot-FirstPersonStarter
First Person Stealth Character Controller,Scripts,MIT,Scipioceaser,https://godotengine.org/asset-library/asset/734,https://github.com/Scipioceaser/Godot-Thief-Controller
First Person Template,Templates,MIT,Jummit,https://godotengine.org/asset-library/asset/547,https://github.com/Jummit/first-person-template
First-Person Controler - Advanced,3D Tools,MIT,Like475,https://godotengine.org/asset-library/asset/2229,https://github.com/ic3bug/FPC
Fish shader,Shaders,MIT,frankiezafe,https://godotengine.org/asset-library/asset/222,https://github.com/frankiezafe/Fish-shader
fkeyzKnob,2D Tools,MIT,fkeyz,https://godotengine.org/asset-library/asset/1988,https://github.com/fkeyzuwu/fkeyzKnob
Flappy Beans,Templates,MIT,DeybisMelendez,https://godotengine.org/asset-library/asset/386,https://github.com/DeybisMelendez/flappy-beans
Flappy Bird clone,Demos,MIT,shivmsit,https://godotengine.org/asset-library/asset/926,https://github.com/shivmsit/FlappyBird
Flappy Godot (2.2+),Templates,MIT,Timofffee,https://godotengine.org/asset-library/asset/60,https://github.com/Timofffee/FlappyGodot
Flash animation,2D Tools,MIT,aojiaoxiaolinlin,https://godotengine.org/asset-library/asset/3489,https://github.com/aojiaoxiaolinlin/godot_flash_animation
Flex Container,Tools,MIT,Nif,https://godotengine.org/asset-library/asset/1525,https://github.com/Nif-kun/godot-flex-container
Flexbox layout,2D Tools,MIT,citizenl,https://godotengine.org/asset-library/asset/1811,https://github.com/citizenll/godot-flexbox
Flexible Toon Shader,Shaders,MIT,atzuk4451,https://godotengine.org/asset-library/asset/1900,https://github.com/CaptainProton42/FlexibleToonShaderGD
Flexible Toon Shader,Shaders,MIT,CaptainProton42,https://godotengine.org/asset-library/asset/873,https://github.com/CaptainProton42/FlexibleToonShaderGD
Flight Navigation,3D Tools,MIT,RevolNoom,https://godotengine.org/asset-library/asset/2579,https://github.com/RevolNoom/godot_flight_navigation_3d
FLMusicLib for Godot 3.1.1,Misc,CC0,FabianLC,https://godotengine.org/asset-library/asset/407,https://github.com/MightyPrinny/godot-FLMusicLib
FLMusicLib: Play chiptune music and mp3 in godot.,Misc,LGPLv2.1,FabianLC,https://godotengine.org/asset-library/asset/326,https://github.com/MightyPrinny/godot-FLMusicLib
Float Barrier,3D Tools,MIT,aaronfranke,https://godotengine.org/asset-library/asset/203,https://github.com/aaronfranke/GodotFloatBarrier
Float ScriptEditor,Tools,MIT,Apprentice,https://godotengine.org/asset-library/asset/1848,https://github.com/LaoDie1/godot-float-script-editor
FloatableBody,Scripts,MIT,ueshita,https://godotengine.org/asset-library/asset/2345,https://github.com/ueshita/godot-floatable-body
FloorArchitect,Scripts,MIT,&Drejzer,https://godotengine.org/asset-library/asset/2040,https://github.com/Drejzer/FloorArchitect
Flow Map Shader,Shaders,MIT,Maujoe,https://godotengine.org/asset-library/asset/246,https://github.com/Maujoe/godot-flow-map-shader
Flower-Godot,Scripts,Apache-2.0,emptygamer,https://godotengine.org/asset-library/asset/2854,https://github.com/emptygamer/flower
FlowerBuff,Scripts,MIT,BTOTHER,https://godotengine.org/asset-library/asset/2250,https://github.com/Abab-bk/FlowerBuff
FlowerStats,Misc,MIT,BTOTHER,https://godotengine.org/asset-library/asset/2633,https://github.com/Abab-bk/FlowerStats
FlowerTapTapSDK,Misc,MIT,BTOTHER,https://godotengine.org/asset-library/asset/2423,https://github.com/Abab-bk/FowerTapTapSDK
Flowing Sky,Shaders,MIT,ELF32bit,https://godotengine.org/asset-library/asset/4050,https://github.com/ELF32bit/godot-flowing-sky
Fluent Translation,Tools,MIT,RedMser,https://godotengine.org/asset-library/asset/2937,https://github.com/RedMser/godot-fluent-translation
Fluid HTN,Scripts,MIT,fnaith,https://godotengine.org/asset-library/asset/2944,https://github.com/fnaith/godot-fluid-hierarchical-task-network
Fluid-water physics 2D simulator for Godot 4+,Projects,Unlicense,Kaboom__57,https://godotengine.org/asset-library/asset/2951,https://github.com/MauroPle/godot-v4-fluid-water-2D-simulator
FNAF GE,Demos,MIT,Nobody,https://godotengine.org/asset-library/asset/2903,https://github.com/NbdyNbdy/FNAF-GE
FNAF GE,Demos,MIT,Nobody,https://godotengine.org/asset-library/asset/2910,https://github.com/NbdyNbdy/FNAF-GE
Focus camera with mouse,3D Tools,MIT,Gustjc,https://godotengine.org/asset-library/asset/2964,https://github.com/GustJc/godot_focus_camera_with_mouse
Fold Functions,Tools,GPLv3,zmn-hamid,https://godotengine.org/asset-library/asset/3995,https://github.com/zmn-hamid/Godot-Fold-Functions
Folder Node,Tools,MIT,julienvanelian,https://godotengine.org/asset-library/asset/871,https://github.com/JulienVanelian/godot-folder-node
FollowBone3D,3D Tools,MIT,christinoleo,https://godotengine.org/asset-library/asset/1003,https://github.com/christinoleo/FollowBone3D
FollowTransform,Scripts,MIT,SrColoma,https://godotengine.org/asset-library/asset/2914,https://github.com/SrColoma/FollowTransform
FontAwesome 6 Free Icons,2D Tools,MIT,akoutsoulelos,https://godotengine.org/asset-library/asset/2908,https://github.com/akoutsoulelos/Godot-FontAwesome6
FontAwesome Icons,2D Tools,MIT,Geequlim,https://godotengine.org/asset-library/asset/72,https://github.com/Geequlim/depot
FontTexture2D,Scripts,MIT,Anaxarchus,https://godotengine.org/asset-library/asset/3978,https://github.com/Anaxarchus/FontTexture
Force Field Shader,Shaders,MIT,curly-brace,https://godotengine.org/asset-library/asset/76,https://github.com/curly-brace/godot_force_shield_shader
force-directed-graph-godot,2D Tools,MIT,ThePat02,https://godotengine.org/asset-library/asset/2274,https://github.com/ThePat02/force-directed-graph-godot
Form,Tools,MIT,moritz-t-w,https://godotengine.org/asset-library/asset/2362,https://github.com/moritz-t-w/Godot-Form
Format on Save,Scripts,MIT,rhg_dev,https://godotengine.org/asset-library/asset/2340,https://github.com/ryannhg/gdformat-on-save
FPS Graph Overlay,Tools,MIT,SanderVanhove,https://godotengine.org/asset-library/asset/1636,https://github.com/SanderVanhove/godot-fps-graph-overlay
FPS Label,Scripts,MIT,lupoDharkael,https://godotengine.org/asset-library/asset/456,https://github.com/lupoDharkael/godot-fps-label
FPS multiplayer template,Templates,MIT,Dahoom,https://godotengine.org/asset-library/asset/3658,https://github.com/TheDahoom/FPS-Multiplayer-Template
FPS Player Controller [C#],3D Tools,MIT,PolarBearsStudio,https://godotengine.org/asset-library/asset/4020,https://github.com/PolarBears-studio/player-controller
FPS template,Templates,GPLv3,shidoengie,https://godotengine.org/asset-library/asset/1519,https://github.com/Shidoengie/FPS-template-gd4
FrameTimer,Tools,MIT,Nukiloco,https://godotengine.org/asset-library/asset/1483,https://github.com/Nukiloco/frame_timer
Fray - Combat Framework,Tools,MIT,Pyxus,https://godotengine.org/asset-library/asset/1594,https://github.com/Pyxus/fray
Free fly camera,3D Tools,GPLv3,highlife,https://godotengine.org/asset-library/asset/3759,https://github.com/highlife22/godot-free-fly-camera
Freecam3D,3D Tools,MIT,BananaBread,https://godotengine.org/asset-library/asset/1803,https://github.com/VojtaStruhar/godot-freecam-plugin
Frog Subtitles,Tools,MIT,frog-collective,https://godotengine.org/asset-library/asset/3155,https://github.com/Frog-Collective/frog-subtitles
FrogConsole,Tools,Apache-2.0,flytrap,https://godotengine.org/asset-library/asset/2493,https://github.com/project-flytrap/FrogConsole
fsm,Scripts,MIT,nofacer,https://godotengine.org/asset-library/asset/1665,https://github.com/nofacer/godot-fsm
FSM (Finite State Machine),Tools,MIT,kubecz3k,https://godotengine.org/asset-library/asset/94,https://github.com/kubecz3k/FiniteStateMachine
FUCoroutine,Scripts,MIT,Jamesika,https://godotengine.org/asset-library/asset/2155,https://github.com/Jamesika/FUCoroutine
Fuku - Ollama Integration for Godot,Tools,MIT,af09,https://godotengine.org/asset-library/asset/2689,https://github.com/af009/fuku
Full Screen Effects,Scripts,MIT,ioannis,https://godotengine.org/asset-library/asset/3534,https://github.com/ioannis-koukourakis/godot_screen_effects
Fullscreen Control,Tools,MIT,VP-GAMES,https://godotengine.org/asset-library/asset/1927,https://github.com/VP-GAMES/FullscreenControl
Fullscreen On Input,Scripts,GPLv3,Lopano,https://godotengine.org/asset-library/asset/1821,https://github.com/Loppansson/fullscreen-on-input
Fun Coding,Tools,MIT,night_glider,https://godotengine.org/asset-library/asset/1196,https://github.com/night-glider/fun_coding
Function Encryption,Scripts,MIT,heppocogne,https://godotengine.org/asset-library/asset/1964,https://github.com/heppocogne/gdscript-function-encryption
Funcy,Scripts,MIT,dr-dan,https://godotengine.org/asset-library/asset/474,https://github.com/Dr-Dan/godot-funcy
func_godot,Tools,MIT,EMBYR,https://godotengine.org/asset-library/asset/1631,https://github.com/func-godot/func_godot_assets
Fur shader demo 2,Shaders,MIT,SuperUserNameMan,https://godotengine.org/asset-library/asset/27,https://github.com/SuperUserNameMan/GodotFurShaderDemo2
Fusion Compute,Shaders,MIT,_SmallConfusion,https://godotengine.org/asset-library/asset/3341,https://github.com/SmallConfusion/Fusion-Compute
G-Kanban,Tools,MIT,H4x0r_000,https://godotengine.org/asset-library/asset/2149,https://github.com/H4x0r-000/gkanban
g-Orctober 2D brawler,Projects,MIT,kfj001,https://godotengine.org/asset-library/asset/1264,https://github.com/kfj001/g-orctober
G.U.I.D.E - Godot Unified Input Detection Engine,Scripts,MIT,derkork,https://godotengine.org/asset-library/asset/3503,https://github.com/godotneers/G.U.I.D.E
G4 Super 3D Targeting System,Demos,CC0,kreaninw,https://godotengine.org/asset-library/asset/1259,https://github.com/kreaninw/G4-Super-3D-Targeting-System
G4 Ultimate Touch Joypad,Demos,CC0,kreaninw,https://godotengine.org/asset-library/asset/1307,https://github.com/kreaninw/G4-Ultimate-Touch-Joypad
Gaea,Misc,MIT,BenjaTK,https://godotengine.org/asset-library/asset/3272,https://github.com/BenjaTK/Gaea
GAIs Utils,Tools,Apache-2.0,SleeeepyZhou,https://godotengine.org/asset-library/asset/3334,https://github.com/SleeeepyZhou/Godot-AIUtils
galgame(The Due of Eras),Projects,MIT,shiyou-t1c,https://godotengine.org/asset-library/asset/3979,https://github.com/shiyou-t1c/The_Due_of_Eras
Game Console,Tools,MIT,Xanatos,https://godotengine.org/asset-library/asset/3905,https://github.com/media/XanatosX
Game Jolt API,Tools,MIT,Atirut-W,https://godotengine.org/asset-library/asset/994,https://github.com/atirut-w/godot-game-jolt-api
Game Jolt API,Tools,MIT,joelgomes1994,https://godotengine.org/asset-library/asset/1732,https://github.com/murikistudio/game-jolt-api
Game Jolt API,Tools,MIT,joelgomes1994,https://godotengine.org/asset-library/asset/1928,https://github.com/murikistudio/game-jolt-api
game menu by code (gdscript),Templates,MIT,aiaf,https://godotengine.org/asset-library/asset/1774,https://github.com/aiafrasinei/godot_game_menu_by_code
Game of Life [Shader based],Demos,MIT,tavurth,https://godotengine.org/asset-library/asset/842,https://github.com/tavurth/godot-game-of-life
Game State Saver Plugin,Scripts,MIT,jhlothamer,https://godotengine.org/asset-library/asset/3181,https://github.com/jhlothamer/godot_game_state_saver_plugin
Game Windows Work Together (With YT Video),Demos,MIT,ThinkWithGames,https://godotengine.org/asset-library/asset/2159,https://github.com/Goldenlion5648/GodotOverlayWindow
GameAI_Demo,Demos,MIT,ç¥žç»å°ç•ªèŒ„,https://godotengine.org/asset-library/asset/1640,https://github.com/wnx1012266/Demo_AI_Training
Gameboy Dot-Matrix Filter,Shaders,MIT,marcospivetta,https://godotengine.org/asset-library/asset/665,https://github.com/tpnk-dev/gameboy-dot-matrix-filter-godot
GameBoy Palette Swap Shader,Tools,MIT,Krankomat,https://godotengine.org/asset-library/asset/368,https://github.com/Krankomat/godot-gameboy-palette-swap
GameGUI,2D Tools,MIT,brombres,https://godotengine.org/asset-library/asset/2168,https://github.com/brombres/Godot-GameGUI
GameLevels Blueprint,Tools,Testing,dannygaray60,https://godotengine.org/asset-library/asset/1402,https://github.com/dannygaray60/godot-gamelevels-blueprint
GameNite Controlpads,Tools,MIT,gamenite-weston,https://godotengine.org/asset-library/asset/1957,https://github.com/recbox-games/godot-gamenite-controlpads
GameNite Controlpads,Tools,MIT,safwaan,https://godotengine.org/asset-library/asset/2405,https://github.com/recbox-games/godot-gamenite-controlpads
GamePush,Tools,MIT,Game Push,https://godotengine.org/asset-library/asset/3518,https://github.com/GamePushService/GamePush-Godot-plugin
Garage 42,Demos,MIT,Todogodot,https://godotengine.org/asset-library/asset/2379,https://github.com/todogodotcom/Garage42
Gatekeeper,Scripts,MIT,isleoflilac,https://godotengine.org/asset-library/asset/1169,https://github.com/Ikersfletch/Godot-Gatekeeper
Gaussian Random,Scripts,MIT,Goral,https://godotengine.org/asset-library/asset/339,https://github.com/pgoral/Godot-Gaussian-Random
gbk_decode,Scripts,Apache-2.0,ltTablets,https://godotengine.org/asset-library/asset/3849,https://github.com/kongasa/gd-gbk-decode
GBM2K Framework,Templates,MIT,Oplexitie,https://godotengine.org/asset-library/asset/2993,https://github.com/Oplexitie/GBM2K-Framework
GBM2K Framework,Templates,MIT,Oplexitie,https://godotengine.org/asset-library/asset/2994,https://github.com/Oplexitie/GBM2K-Framework
GCode,Misc,MIT,williamd1k0,https://godotengine.org/asset-library/asset/249,https://github.com/williamd1k0/gcode
GD Anti Cheats,Scripts,Proprietary,Twister,https://godotengine.org/asset-library/asset/3915,https://github.com/CodeNameTwister/GDAnti-Cheats
GD AtlasTexture Creator,2D Tools,MIT,DE-YU,https://godotengine.org/asset-library/asset/2194,https://github.com/Delsin-Yu/GD-AtlasTexture-Creator
GD Context Menu,2D Tools,MIT,Schimiongames,https://godotengine.org/asset-library/asset/4053,https://github.com/Schimiongames/GDContextMenu
GD Data Binding,Scripts,CC0,Hotari,https://godotengine.org/asset-library/asset/3423,https://github.com/HotariTobu/gd-data-binding
gd ECS,Scripts,MIT,Germenzi,https://godotengine.org/asset-library/asset/1512,https://github.com/Germenzi/gdECS
GD Local History,Tools,MIT,jaydensippy,https://godotengine.org/asset-library/asset/3266,https://github.com/jaydensipe/jaydensipe.github.io
GD NNabla C Runtime for GodotEngine 4.1,Tools,Apache-2.0,MizunagiKB,https://godotengine.org/asset-library/asset/2059,https://github.com/MizunagiKB/gd_nnabla_c_runtime-asset
GD Override Functions,Tools,MIT,Twister,https://godotengine.org/asset-library/asset/3895,https://github.com/CodeNameTwister/GD-Override-Functions
GD Paint Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/2768,https://github.com/godotengine/godot-demo-projects
GD UUID,Scripts,CC0,Hotari,https://godotengine.org/asset-library/asset/3472,https://github.com/HotariTobu/gd-uuid
GD-EOS (4.2 - AOOLU),Misc,MIT,Daylily,https://godotengine.org/asset-library/asset/3704,https://github.com/Daylily-Zeleen/GD-EOS
GD-EOS (4.2),Misc,MIT,Daylily,https://godotengine.org/asset-library/asset/2861,https://github.com/Daylily-Zeleen/GD-EOS
GD-EOS (4.3 - AOOLU),Misc,MIT,Daylily,https://godotengine.org/asset-library/asset/3706,https://github.com/Daylily-Zeleen/GD-EOS
GD-EOS (4.3),Misc,MIT,Daylily,https://godotengine.org/asset-library/asset/3707,https://github.com/Daylily-Zeleen/GD-EOS
gd-plug - Plugin Manager,Tools,MIT,imjp94,https://godotengine.org/asset-library/asset/962,https://github.com/imjp94/gd-plug
gd-plug-ui - Plugin Manager UI,Tools,MIT,imjp94,https://godotengine.org/asset-library/asset/1926,https://github.com/imjp94/gd-plug-ui
gd-shader-cache - Shader Cache for Godot 3.x,3D Tools,MIT,imjp94,https://godotengine.org/asset-library/asset/1713,https://github.com/imjp94/gd-shader-cache
gd-YAFSM(Finite State Machine),Tools,MIT,imjp94,https://godotengine.org/asset-library/asset/817,https://github.com/imjp94/gd-YAFSM
gd-YAFSM(Finite State Machine) demo,Demos,MIT,imjp94,https://godotengine.org/asset-library/asset/834,https://github.com/imjp94/gd-yafsm-demo
gd2cs - Convert GDScript to C#,Tools,GPLv3,SvenHollesen,https://godotengine.org/asset-library/asset/849,https://github.com/kiriri/gd2cs.py
gDAW,Tools,LGPLv3,Skelteon,https://godotengine.org/asset-library/asset/1058,https://github.com/RoseAndres/gDAW
GDBehavior,Scripts,MIT,dr-dan,https://godotengine.org/asset-library/asset/475,https://github.com/Dr-Dan/gd-behavior
GDBlas,Misc,MIT,dmrokan,https://godotengine.org/asset-library/asset/2864,https://github.com/dmrokan/gdblas
GDbot 2D Demo,Demos,MIT,RayOfIdeas,https://godotengine.org/asset-library/asset/1306,https://github.com/RayOfIdeas/Godot_GDbot_2D_Demo
GDCalculator,Projects,MIT,ghgltggamers,https://godotengine.org/asset-library/asset/3218,https://github.com/ghgltggamers/GDCalculator-an-advanced-calculator-made-with-Godot-Engine
GDCC - Godot Component Creator,Tools,MIT,BornaK,https://godotengine.org/asset-library/asset/3323,https://github.com/bkadezabek/Godot-Component-Creator
GDCEF Godot3,2D Tools,MIT,Lecrapouille,https://godotengine.org/asset-library/asset/1426,https://github.com/Lecrapouille/gdcef
GDCEF Godot4,2D Tools,MIT,Lecrapouille,https://godotengine.org/asset-library/asset/2508,https://github.com/Lecrapouille/gdcef
GDConsole,Tools,MIT,takanazwa5,https://godotengine.org/asset-library/asset/3533,https://github.com/takanazwa5/GDConsole
GdCSharpLog,Tools,MIT,Joachim Barré,https://godotengine.org/asset-library/asset/2635,https://github.com/Joachim-barre/gdcslog
GDDlg (Dialog System Core),Tools,MIT,zcaliptium,https://godotengine.org/asset-library/asset/512,https://github.com/zcaliptium/gddlg
gde-v,Scripts,MIT,Hestia-SGG,https://godotengine.org/asset-library/asset/3714,https://github.com/Hestia-SGG/gde-v
GDebugPanel (C#),Tools,MIT,Guillemsc,https://godotengine.org/asset-library/asset/2539,https://github.com/Guillemsc/GDebugPanelGodot
GDForms,Tools,Testing,Jean-Marc Pelletier,https://godotengine.org/asset-library/asset/1390,https://github.com/Games-for-Research/GDForms
gdfxr - Godot port of sfxr,Tools,MIT,timothyqiu,https://godotengine.org/asset-library/asset/1249,https://github.com/timothyqiu/gdfxr
gdfxr - Godot port of sfxr,Tools,MIT,timothyqiu,https://godotengine.org/asset-library/asset/1676,https://github.com/timothyqiu/gdfxr
GDInv (Inventory System Core),Tools,MIT,zcaliptium,https://godotengine.org/asset-library/asset/404,https://github.com/zcaliptium/gdinv
gdLinter,Scripts,MIT,Falli,https://godotengine.org/asset-library/asset/2520,https://github.com/el-falso/gdlinter
gdlogging,Misc,MIT,raldone01,https://godotengine.org/asset-library/asset/2513,https://github.com/raldone01/godot_addon_gdlogging
GDMatPlot,2D Tools,MIT,dmrokan,https://godotengine.org/asset-library/asset/3026,https://github.com/dmrokan/gdmatplot
GDmeter,Misc,MIT,carrascomj,https://godotengine.org/asset-library/asset/698,https://github.com/carrascomj/gdmeter
GDProfiler,Tools,LGPLv2.1,SimplePluginDev,https://godotengine.org/asset-library/asset/3055,https://github.com/lightyyt/GDProfiler
GdPromise - Promise API for Godot 4,Scripts,MIT,TheWalruzz,https://godotengine.org/asset-library/asset/2006,https://github.com/TheWalruzz/godot-promise
GDrama - A Cutscene Framework,Tools,MIT,moraguma,https://godotengine.org/asset-library/asset/2378,https://github.com/moraguma/GDrama
GDS TableView4,Misc,MIT,unko,https://godotengine.org/asset-library/asset/3703,https://github.com/AmyF/godot-gds-tableview
gdsam for Godot 3.5,Misc,MIT,deadpixelsociety,https://godotengine.org/asset-library/asset/1149,https://github.com/deadpixelsociety/gdsam-plugin
gdsam for Godot 4.0,Misc,MIT,deadpixelsociety,https://godotengine.org/asset-library/asset/1856,https://github.com/deadpixelsociety/gdsam-plugin
gdsam for Godot 4.1,Misc,MIT,deadpixelsociety,https://godotengine.org/asset-library/asset/2005,https://github.com/deadpixelsociety/gdsam-plugin
GDScript Code Upgrader,Tools,MIT,christinec.dev,https://godotengine.org/asset-library/asset/3217,https://github.com/christinec-dev/GDScriptCodeUpgrader
GDScript Delaunay + Voronoi,2D Tools,MIT,bartek97,https://godotengine.org/asset-library/asset/1160,https://github.com/bartekd97/gdDelaunay
GDScript ECS 4.x,Scripts,MIT,yihrmc,https://godotengine.org/asset-library/asset/3115,https://github.com/yihrmc/gdscript-ecs-assets
GDScript Formatter,Tools,MIT,Daylily,https://godotengine.org/asset-library/asset/2540,https://github.com/Daylily-Zeleen/GDScript-Formatter
GDScript Interfaces,Scripts,MIT,Mastermori,https://godotengine.org/asset-library/asset/2170,https://github.com/Mastermori/gdscript-interfaces
GDScript Interfaces,Scripts,Testing,nsrosenqvist,https://godotengine.org/asset-library/asset/1396,https://github.com/nsrosenqvist/gdscript-interfaces
GDScript Interfaces addon,Scripts,MIT,Rito12,https://godotengine.org/asset-library/asset/4008,https://github.com/Rito13/GDScript-Interfaces-addon
GDScript OpenAI API helper,Scripts,MIT,Clemens Tolboom,https://godotengine.org/asset-library/asset/1947,https://github.com/clemens-tolboom/gd-openai
GDScript OpenAI Coding assistant,Tools,MIT,Clemens Tolboom,https://godotengine.org/asset-library/asset/1958,https://github.com/clemens-tolboom/gd-openai-coding
GDScript Optional,Scripts,MIT,blumm96,https://godotengine.org/asset-library/asset/4077,https://github.com/blumm96/gdscript-optional
GDScript Plus,Tools,MIT,TotobirdCreations,https://godotengine.org/asset-library/asset/1352,https://github.com/Totobird-Creations/Godot-GDScript-Plus
GDScript Protobuf,Scripts,MIT,lx_lixi,https://godotengine.org/asset-library/asset/3734,https://github.com/lixi1983/protoc-gen-gdscript-simple
GDScript Quality of Life,Tools,MIT,Herbherth,https://godotengine.org/asset-library/asset/3179,https://github.com/Herbherth/GDScript-Quality-of-Life
GDScript REPL,Tools,BSD-3-Clause,jnbangerter,https://godotengine.org/asset-library/asset/3129,https://github.com/justinbangerter/gdscript-repl
GDScript Resources to C# Export,Scripts,MIT,PattyHoswell,https://godotengine.org/asset-library/asset/2612,https://github.com/PattyHoswell/GDScript-Resources-to-CSharp-Export
GDScript Sections,Tools,MIT,VinhPC,https://godotengine.org/asset-library/asset/2078,https://github.com/VinhPhmCng/gdscript-sections
GDScript Signals,Scripts,MIT,ava,https://godotengine.org/asset-library/asset/1967,https://github.com/ava-cassiopeia/gdscript-signals
GDScript Space Block Jumper,Tools,MIT,Gustjc,https://godotengine.org/asset-library/asset/3689,https://github.com/GustJc/godot_gdscript_space_block_jumper
GDScript Type Matching,Scripts,MIT,PattyHoswell,https://godotengine.org/asset-library/asset/3480,https://github.com/PattyHoswell/GDScript-Type-Matching
GDScript Utilities for Classes and Scenes,Scripts,MIT,WagnerGFX,https://godotengine.org/asset-library/asset/3717,https://github.com/WagnerGFX/gdscript_utilities
GDShell,Tools,MIT,Kubulambula,https://godotengine.org/asset-library/asset/1526,https://github.com/Kubulambula/Godot-GDShell
GDSnap,Tools,MIT,nokorpo,https://godotengine.org/asset-library/asset/4018,https://github.com/nokorpo/gdsnap
gdstomp,Scripts,MIT,scrawach,https://godotengine.org/asset-library/asset/2404,https://github.com/Scrawach/gdstomp
GDTerm (Godot In-Editor Terminal),Tools,MIT,markeel,https://godotengine.org/asset-library/asset/3569,https://github.com/markeel/gdterm
gdTweener,Scripts,MIT,roodletoof,https://godotengine.org/asset-library/asset/1235,https://github.com/roodletoof/gdTweener
GdTwitch,Misc,MIT,TheDuriel,https://godotengine.org/asset-library/asset/317,https://github.com/godotengine/godot
GdUnit3 - Unit Testing Framework,Tools,MIT,NullPointer,https://godotengine.org/asset-library/asset/867,https://github.com/MikeSchulze/gdUnit3
GdUnit4,Tools,MIT,NullPointer,https://godotengine.org/asset-library/asset/1522,https://github.com/MikeSchulze/gdUnit4
GDVM (Godot View Model),Tools,MIT,qt911025,https://godotengine.org/asset-library/asset/3959,https://github.com/qt911025/godot-gdvm
GDYarn,Tools,MIT,kyperbelt,https://godotengine.org/asset-library/asset/747,https://github.com/kyperbelt/GDYarn
GD_ (Godot Lodash Port),Scripts,MIT,accidentallyc,https://godotengine.org/asset-library/asset/2486,https://github.com/accidentallyc/GD_
gd_planar_reflections,Shaders,MIT,RisingThumb,https://godotengine.org/asset-library/asset/2930,https://github.com/RisingThumb/gd_planar_reflection
GEA - Godot Easy Audio,Tools,MIT,IsItLucas?,https://godotengine.org/asset-library/asset/3674,https://github.com/IsItLucas/godot_easy_audio
GECS,Scripts,CC0,csprance,https://godotengine.org/asset-library/asset/3481,https://github.com/csprance/gecs
GEFS - Godot Easy Fullscreen,Misc,MIT,IsItLucas?,https://godotengine.org/asset-library/asset/3622,https://github.com/IsItLucas/godot_easy_fullscreen
GEIP - Godot Easy Input Remap,Tools,MIT,IsItLucas?,https://godotengine.org/asset-library/asset/3668,https://github.com/IsItLucas/godot_easy_remap
Gemini Godot Dock,Tools,MIT,weesna,https://godotengine.org/asset-library/asset/3932,https://github.com/apeckdev/gemini-godot
GenerateAnimationPlayerFrameTracks,2D Tools,MIT,Vincesanity,https://godotengine.org/asset-library/asset/2491,https://github.com/its-vincesanity/GenerateAnimationPlayerFrameTracks
GES - Godot Easy Saving,Tools,MIT,IsItLucas?,https://godotengine.org/asset-library/asset/3659,https://github.com/IsItLucas/godot_easy_saving
Gesture Recognizer,2D Tools,BSD-3-Clause,Little Fish,https://godotengine.org/asset-library/asset/3257,https://github.com/Little-Fish-hub/Gesture-Recognizer-Godot
GET - Godot Easy Translations,Tools,MIT,IsItLucas?,https://godotengine.org/asset-library/asset/3676,https://github.com/IsItLucas/godot_easy_localization
Get OS Name,Scripts,GPLv3,Bytez,https://godotengine.org/asset-library/asset/1730,https://github.com/Bytezz/godot-get-os-name
GGPIO - Godot meets Raspberry Pi,Tools,MIT,val,https://godotengine.org/asset-library/asset/3731,https://github.com/onze/godot-gpio
GifMaker,Misc,MIT,bram_dingelstad,https://godotengine.org/asset-library/asset/1340,https://github.com/bram-dingelstad/GifMaker
GIFT - Godot IRC For Twitch,Tools,MIT,issork,https://godotengine.org/asset-library/asset/432,https://github.com/MennoMax/gift
GIFT - Godot IRC For Twitch,Misc,MIT,issork,https://godotengine.org/asset-library/asset/1647,https://github.com/issork/gift
Gimbal Control Node,3D Tools,MIT,alanscodelog,https://godotengine.org/asset-library/asset/194,https://github.com/AlansCodeLog/godot-gimbal-control-node
GitHub Integration,Tools,MIT,fenix,https://godotengine.org/asset-library/asset/441,https://github.com/fenix-hub/godot-engine.github-integration
GitHub Integration (3.1),Tools,MIT,fenix,https://godotengine.org/asset-library/asset/358,https://github.com/fenix-hub/godot-engine.github-integration
