title,category,license,author,asset_url
Godot MIDI Player,Scripts,MIT,arlez80,https://godotengine.org/asset-library/asset/240
Godot MIDI Player for Godot Engine 4,Scripts,MIT,arlez80,https://godotengine.org/asset-library/asset/1667
Godot Mod Loader,Misc,CC0,GodotModding,https://godotengine.org/asset-library/asset/1938
Godot Mod Player,Scripts,MIT,arlez80,https://godotengine.org/asset-library/asset/841
Godot Mod Player for Godot Engine 4,Scripts,MIT,arlez80,https://godotengine.org/asset-library/asset/1666
Godot Motion Matching,3D Tools,MIT,solenya,https://godotengine.org/asset-library/asset/3822
Godot Navigation Lite,3D Tools,MIT,miloslu,https://godotengine.org/asset-library/asset/610
Godot NExt (Node Extensions),Scripts,MIT,willnationsdev,https://godotengine.org/asset-library/asset/82
Godot Node FSM Plugin [Finite State Machine],Tools,MIT,sunetraalex,https://godotengine.org/asset-library/asset/383
Godot Open Dialogue,Projects,CC-BY-4.0,jsena,https://godotengine.org/asset-library/asset/302
Godot OpenHMD driver,Misc,MIT,Mux213,https://godotengine.org/asset-library/asset/213
Godot Palette Swap,2D Tools,MIT,hearto,https://godotengine.org/asset-library/asset/239
Godot Plugin Refresher,Tools,MIT,willnationsdev,https://godotengine.org/asset-library/asset/248
Godot Raymarching,Demos,MIT,bruce965,https://godotengine.org/asset-library/asset/2284
Godot Retro,Shaders,CC0,Ahopness,https://godotengine.org/asset-library/asset/1510
Godot Rich Presence,Scripts,MIT,Weslei,https://godotengine.org/asset-library/asset/304
Godot RL Agents,Tools,MIT,edbeeching,https://godotengine.org/asset-library/asset/1629
Godot Rollback Netcode (Godot 3),Scripts,MIT,dsnopek,https://godotengine.org/asset-library/asset/1165
Godot Rollback Netcode (Godot 4),Scripts,MIT,dsnopek,https://godotengine.org/asset-library/asset/2450
Godot Scene Exporter,Tools,MIT,Clancey,https://godotengine.org/asset-library/asset/3146
Godot Simple Text Menu,2D Tools,MIT,henriquelalves,https://godotengine.org/asset-library/asset/39
Godot Solana SDK,Tools,MIT,thomukas1,https://godotengine.org/asset-library/asset/3232
Godot Space Mouse,3D Tools,Testing,cybereality,https://godotengine.org/asset-library/asset/1383
Godot Stereo 3D,Shaders,MIT,cybereality,https://godotengine.org/asset-library/asset/1143
Godot Super Scaling,Shaders,MIT,cybereality,https://godotengine.org/asset-library/asset/1141
Godot Super Wakatime,Tools,MIT,BartoszB,https://godotengine.org/asset-library/asset/3484
Godot Text Interface Engine,2D Tools,MIT,henriquelalves,https://godotengine.org/asset-library/asset/26
Godot Text Interface Engine (Godot v3.x),2D Tools,MIT,henriquelalves,https://godotengine.org/asset-library/asset/181
Godot Texture Atlas,2D Tools,MIT,KAUTARUMA,https://godotengine.org/asset-library/asset/3815
Godot Timed Input,Tools,MIT,hatmix,https://godotengine.org/asset-library/asset/3168
Godot TOML Parser,Misc,MIT,benichi,https://godotengine.org/asset-library/asset/3582
Godot Touch Input Manager - Godot 3.x,Scripts,MIT,mavcito,https://godotengine.org/asset-library/asset/473
Godot Touch Input Manager - Godot 4.x,Scripts,MIT,mavcito,https://godotengine.org/asset-library/asset/1873
Godot Touch Input Manager Demo - Godot 3.x,Demos,MIT,mavcito,https://godotengine.org/asset-library/asset/554
Godot Touch Input Manager Demo - Godot 4.x,Demos,MIT,mavcito,https://godotengine.org/asset-library/asset/1868
Godot VN,2D Tools,MIT,Code_Man,https://godotengine.org/asset-library/asset/172
Godot WebXR Template,Templates,MIT,mâ‚‚,https://godotengine.org/asset-library/asset/1128
godot-dynamic-quality-scaling,3D Tools,GPLv3,thmsn1005,https://godotengine.org/asset-library/asset/2357
Godot-MirrorInstance,3D Tools,MIT,PHOBOSS,https://godotengine.org/asset-library/asset/491
Godot-MMD,Demos,MIT,sselecirpym,https://godotengine.org/asset-library/asset/3303
godot-queue,Tools,MIT,anyreso,https://godotengine.org/asset-library/asset/3972
Godot-Stuff ECS 3.2,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/750
Godot-Stuff ECS 3.3,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1677
Godot-Stuff ECS 3.4,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1679
Godot-Stuff ECS 3.5,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1678
Godot-Stuff ECS 4.0,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1680
Godot-Stuff Logger 3.0,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/363
Godot-Stuff Logger 3.1,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/362
Godot-Stuff Logger 3.2,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/618
Godot-Stuff Logger 3.3,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1703
Godot-Stuff Logger 3.4,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1704
Godot-Stuff Logger 3.5,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1705
Godot-Stuff Logger 4.0,Scripts,MIT,paulhocker,https://godotengine.org/asset-library/asset/1688
Godot-Stuff Project Manager,Tools,MIT,paulhocker,https://godotengine.org/asset-library/asset/731
Godot-WeChatPay-Android-Plugin,Scripts,MIT,1079662992@qq.com,https://godotengine.org/asset-library/asset/3171
Godot4 LAN Servers Discovery (serversscan),Scripts,MIT,Nights,https://godotengine.org/asset-library/asset/2254
Godot4-Coroutine,Scripts,MIT,BimDav,https://godotengine.org/asset-library/asset/1726
GodotBLE,Tools,MIT,Fantety,https://godotengine.org/asset-library/asset/3439
GodotBoy GDExtention,Tools,MIT,GreenFox,https://godotengine.org/asset-library/asset/2920
GodotEnv,Misc,MIT,cuca,https://godotengine.org/asset-library/asset/626
GodotGPT,Tools,MIT,Jesper,https://godotengine.org/asset-library/asset/2643
GodotGPT,Tools,MIT,ecadz,https://godotengine.org/asset-library/asset/3871
GodotIRC,Tools,MIT,AlexHoratio,https://godotengine.org/asset-library/asset/1337
GodotMetaMaskLogin,Demos,MIT,NumDev2310,https://godotengine.org/asset-library/asset/3200
GoGodot,2D Tools,MIT,oranjoose,https://godotengine.org/asset-library/asset/235
Google Maps,Scripts,MIT,paperweights,https://godotengine.org/asset-library/asset/3042
Google Play Games Services Plugin for Godot,Tools,MIT,studioadriatic,https://godotengine.org/asset-library/asset/1151
Google Sheets as Database C#,Scripts,MIT,nonunknown,https://godotengine.org/asset-library/asset/482
Gopilot Assist,Tools,GPLv3,Smorty,https://godotengine.org/asset-library/asset/3852
Gopilot Utils (LLMs and embedding),Misc,MIT,Smorty,https://godotengine.org/asset-library/asset/3504
GPUNoiseTexture(2D/3D),Tools,MIT,2Retr0,https://godotengine.org/asset-library/asset/3572
Gravity Objects,3D Tools,MIT,Jummit,https://godotengine.org/asset-library/asset/263
GUI Drag And Drop Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/133
GUI in 3D Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/127
GUI Input Mapping Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/131
GUI Rich Text/BBcode Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/132
GUI Translation Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/134
Gype,Tools,MIT,GodotHub,https://godotengine.org/asset-library/asset/3521
Hair Shader,Shaders,MIT,Bauxite,https://godotengine.org/asset-library/asset/168
HathoraHTTPRequest,Tools,MIT,arkelen,https://godotengine.org/asset-library/asset/2071
HathoraHTTPRequest,Tools,MIT,arkelen,https://godotengine.org/asset-library/asset/2075
HealthBar2D,2D Tools,MIT,vishu,https://godotengine.org/asset-library/asset/1611
HealthBar2D,Scripts,MIT,vishu,https://godotengine.org/asset-library/asset/1945
Hexagonal Grid Utils,Scripts,MIT,Tacure,https://godotengine.org/asset-library/asset/2682
HexGrid library for Godot 4.0+,2D Tools,MIT,HugoEnzo,https://godotengine.org/asset-library/asset/2292
Hexgrid Mono,Scripts,MIT,TheKrutz,https://godotengine.org/asset-library/asset/1116
Hide Private Properties,Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/1989
HighscoreManager,Scripts,MIT,kitchen-games,https://godotengine.org/asset-library/asset/989
How Collision and Layer Masks Works,Demos,MIT,comugodotbrasil,https://godotengine.org/asset-library/asset/177
HTML5 File Dialogs,Scripts,MIT,mocha,https://godotengine.org/asset-library/asset/2848
HTML5 Popups,Scripts,MIT,mocha,https://godotengine.org/asset-library/asset/2863
HTTPEventSource for Server Sent Events,Misc,MIT,DaGammla,https://godotengine.org/asset-library/asset/3316
Hunspell Spellchecker,Tools,MIT,brunogbrito,https://godotengine.org/asset-library/asset/3876
Icon Explorer,Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/2511
Icons Patcher,Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/1980
IdeaBoard,Tools,MIT,Folta,https://godotengine.org/asset-library/asset/1882
Import Cleaner,Tools,MIT,zaevi,https://godotengine.org/asset-library/asset/813
Importality,Tools,MIT,nklbdev,https://godotengine.org/asset-library/asset/2025
Improved Resource Picker,Tools,MIT,MakovWait,https://godotengine.org/asset-library/asset/1362
Improved Resource Picker 4.x,Tools,MIT,MakovWait,https://godotengine.org/asset-library/asset/2051
Inputty,Scripts,CC0,MxSophie,https://godotengine.org/asset-library/asset/2523
Instancing Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/148
Interior Mapping Shader,Shaders,MIT,arlez80,https://godotengine.org/asset-library/asset/390
intro-gd,2D Tools,Testing,farhadierf,https://godotengine.org/asset-library/asset/1403
Inventory Demo with bags and chests,Demos,MIT,Rokle,https://godotengine.org/asset-library/asset/940
Inventory Example,Templates,MIT,hajster,https://godotengine.org/asset-library/asset/3824
Inventory Manager Asset,Tools,MIT,Escandiuzzi,https://godotengine.org/asset-library/asset/413
Joypads Demo / Tool,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/140
JSON Beautifier,Scripts,MPL-2.0,Yeldham,https://godotengine.org/asset-library/asset/157
JSON Schema validator,Scripts,MIT,sahedo.studio,https://godotengine.org/asset-library/asset/514
Kanban,Misc,MIT,SwePopper,https://godotengine.org/asset-library/asset/178
Kenney Spritesheet Importer,2D Tools,MIT,iseesharp83,https://godotengine.org/asset-library/asset/2875
Key Prompts System,Misc,MIT,cliveDev0413,https://godotengine.org/asset-library/asset/1324
Keychain,Scripts,MIT,Orama Interactive,https://godotengine.org/asset-library/asset/1350
Launchy,Tools,MIT,nobuyuki,https://godotengine.org/asset-library/asset/224
LDtk Importer,Tools,MIT,pttn40,https://godotengine.org/asset-library/asset/816
License Manager,Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/1969
LinuxLikeConsole,Tools,MIT,codot,https://godotengine.org/asset-library/asset/320
Loading Autoload Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/529
Loading Scene Changer Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/531
Loading with Threads Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/144
LogDuck - Your Logging Buddy for Godot 4.x,Tools,MIT,zeeweasel,https://godotengine.org/asset-library/asset/2911
LogFox,Tools,MIT,Haiku,https://godotengine.org/asset-library/asset/3573
Loggie,Tools,MIT,ShivaShadowsong,https://godotengine.org/asset-library/asset/3382
LootLockerSDK,Tools,MIT,LootLocker,https://godotengine.org/asset-library/asset/3713
Ludare Godot,Scripts,MIT,Ludare,https://godotengine.org/asset-library/asset/3149
Majordomo,Tools,MIT,BenjaTK,https://godotengine.org/asset-library/asset/3278
Makefile Launcher,Tools,MIT,Samdze,https://godotengine.org/asset-library/asset/912
Mannequiny: Open 3D Mannequin,Templates,MIT,gdquest,https://godotengine.org/asset-library/asset/440
Map Generator Sample,Templates,MIT,CheapMeow,https://godotengine.org/asset-library/asset/1416
Marker2D,2D Tools,MIT,EmzyShmemzy,https://godotengine.org/asset-library/asset/3028
Material Modifier,Tools,GPLv3,Thane5,https://godotengine.org/asset-library/asset/1024
Material Modifier,Tools,GPLv3,Thane5,https://godotengine.org/asset-library/asset/1077
Maze Generator using TileMapLayer,Demos,MIT,megamichi,https://godotengine.org/asset-library/asset/3763
MeshBatcher,3D Tools,MIT,OrigamiPete,https://godotengine.org/asset-library/asset/869
MeshLibraryFrameInstance3D,3D Tools,MIT,martcarrefour,https://godotengine.org/asset-library/asset/3210
MessageBox,2D Tools,MIT,tlitookilakin,https://godotengine.org/asset-library/asset/696
MetaMultimesh3D,3D Tools,MIT,dbat,https://godotengine.org/asset-library/asset/2043
Midi Visualizer,Projects,MIT,50tu,https://godotengine.org/asset-library/asset/2049
Mind Game,Tools,MIT,AbnormalMapStudio,https://godotengine.org/asset-library/asset/3025
MiniScript C#,Scripts,MIT,raiyni,https://godotengine.org/asset-library/asset/2683
Mirror3D,Shaders,MIT,Joy-less,https://godotengine.org/asset-library/asset/3983
Mobile Sensors Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/143
Mod Loader Dev Tool Brotato Content Loader Template,Tools,CC0,KANA,https://godotengine.org/asset-library/asset/1996
Mod.io For Godot,Scripts,MIT,Abel,https://godotengine.org/asset-library/asset/2241
Modifiers Node,Tools,MIT,Samdze,https://godotengine.org/asset-library/asset/457
Modular Components,Tools,MIT,ItsMeAlec,https://godotengine.org/asset-library/asset/2675
More Compression,Scripts,MIT,Hunam,https://godotengine.org/asset-library/asset/3608
More Effective Godot Coroutines (C#),Tools,MIT,WeaverDev,https://godotengine.org/asset-library/asset/1961
Mosaic Shader,Shaders,MIT,arlez80,https://godotengine.org/asset-library/asset/391
Motion Blur,Shaders,MIT,Bauxite,https://godotengine.org/asset-library/asset/211
Motion Blur 4.0,Shaders,MIT,Mantequilla,https://godotengine.org/asset-library/asset/1499
Movement 2: A sequel to 2D Platformer demos,Demos,MIT,TheoTheTorch,https://godotengine.org/asset-library/asset/1830
Movement 2: A sequel to 2D Platformer demos (3.5),Demos,MIT,TheoTheTorch,https://godotengine.org/asset-library/asset/1637
Movie Maker Timestamp,Tools,MIT,timkrief,https://godotengine.org/asset-library/asset/2878
Multi-Scene Editor,Tools,MIT,eruhlinteractive,https://godotengine.org/asset-library/asset/1325
MultiMesh Scatter,3D Tools,MIT,Arcane Energy,https://godotengine.org/asset-library/asset/1566
MultiMesh Scatter,3D Tools,MIT,Arcane Energy,https://godotengine.org/asset-library/asset/1569
Multiplayer Bomber Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/139
Multiplayer FPS,Templates,MIT,wamiqurrehman,https://godotengine.org/asset-library/asset/666
Multiplayer Space Game,Demos,MIT,cobolfoo,https://godotengine.org/asset-library/asset/646
Multithreaded VisualServer Multimesh Grass,Demos,MIT,Robert7301201,https://godotengine.org/asset-library/asset/743
Multitouch Cubes Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/141
Multitouch View Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/142
MusicManager,Tools,MIT,cannon,https://godotengine.org/asset-library/asset/2661
NAP Map Generator,3D Tools,MIT,NAPSoftworks,https://godotengine.org/asset-library/asset/3910
Native Integration,Tools,MIT,nonunknown,https://godotengine.org/asset-library/asset/777
NativeLib,Tools,MIT,DrMoriarty,https://godotengine.org/asset-library/asset/824
Neural Network,Scripts,BSD-2-Clause,LikVis,https://godotengine.org/asset-library/asset/2429
Nobiax's Urban Assets,Misc,MIT,DevAtMe,https://godotengine.org/asset-library/asset/209
NobodyWho | Local LLMs for dialogue,Tools,EUPL-1.2,NobodyWho,https://godotengine.org/asset-library/asset/2886
Node Based Finite State Machine,Scripts,MIT,fubus,https://godotengine.org/asset-library/asset/1589
Node Based Finite State Machine 4,Scripts,MIT,fubus,https://godotengine.org/asset-library/asset/2555
Notes Tab,Tools,GPLv3,Yeldham,https://godotengine.org/asset-library/asset/261
OmniScale,Shaders,MIT,nobuyuki,https://godotengine.org/asset-library/asset/258
Onscreen Output,Tools,MIT,Maulve,https://godotengine.org/asset-library/asset/2266
Open External Editor,Misc,MIT,calviken,https://godotengine.org/asset-library/asset/173
Open Kanban,Tools,MIT,EXSPIRAVIT_1104,https://godotengine.org/asset-library/asset/1371
Open-World Archero,Demos,MIT,spastic,https://godotengine.org/asset-library/asset/562
OpenAI Assistant,Tools,MIT,Buri,https://godotengine.org/asset-library/asset/1758
OpenAI GPT Chat,Tools,MIT,FinePointCGI,https://godotengine.org/asset-library/asset/1779
OpenSimplexNoise Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/533
Operations,Tools,MIT,chrisizeful,https://godotengine.org/asset-library/asset/3457
OptiScene,3D Tools,MIT,Smorty,https://godotengine.org/asset-library/asset/3150
Outline shader,Shaders,MIT,Ponas,https://godotengine.org/asset-library/asset/394
Packed UI for Jams,Misc,MIT,symbol24,https://godotengine.org/asset-library/asset/3314
PackRTC - P2P Multiplayer,Tools,MIT,maji,https://godotengine.org/asset-library/asset/3828
palette swap shader,Shaders,MIT,bonziraider,https://godotengine.org/asset-library/asset/464
Palette Swap Texture,2D Tools,MIT,theboyboy,https://godotengine.org/asset-library/asset/395
Palette Tools,Tools,MIT,RancidMilk,https://godotengine.org/asset-library/asset/1635
Palette Tools 4.2+,Tools,MIT,RancidMilk,https://godotengine.org/asset-library/asset/2436
Panku Console,Tools,MIT,k2kra,https://godotengine.org/asset-library/asset/1558
Particles2D+,Scripts,MIT,ACB_Gamez,https://godotengine.org/asset-library/asset/937
Path Tool,3D Tools,MIT,eerik,https://godotengine.org/asset-library/asset/1518
Pause and Save,Scripts,MIT,Linko,https://godotengine.org/asset-library/asset/759
Pause Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/147
Pawns,Tools,MIT,guilherme.albino.francisco@gmail.com,https://godotengine.org/asset-library/asset/2960
Persistent ID,Tools,MIT,AdamNaghs,https://godotengine.org/asset-library/asset/4078
Phantom Camera,Tools,MIT,ramoks,https://godotengine.org/asset-library/asset/1822
Philips Hue Integration,Scripts,MIT,skooterkurt,https://godotengine.org/asset-library/asset/925
Phoenix Channels for Godot 3,Scripts,MIT,alfredbaudisch,https://godotengine.org/asset-library/asset/1843
Phoenix Channels for Godot 4,Scripts,MIT,alfredbaudisch,https://godotengine.org/asset-library/asset/1831
Pigdev Cutout Characters,Misc,MIT,pigdev,https://godotengine.org/asset-library/asset/183
Placeholder Search,Tools,MIT,lkokemohr,https://godotengine.org/asset-library/asset/90
Planetary Processing Multiplayer SDK,Tools,MIT,samsully,https://godotengine.org/asset-library/asset/3412
Platform Shooter,Demos,MIT,waffleawt,https://godotengine.org/asset-library/asset/2269
Platformer 2D,Demos,GPLv3,CesarLeon,https://godotengine.org/asset-library/asset/287
Platformer Pathfinding Enemy AI,2D Tools,MIT,Ron0Studios,https://godotengine.org/asset-library/asset/635
Playbyte Mirror,Tools,Testing,samnm,https://godotengine.org/asset-library/asset/1458
Playcademy,Scripts,MIT,hbauer,https://godotengine.org/asset-library/asset/3998
Player Controller,3D Tools,MIT,Sm0kEsOut,https://godotengine.org/asset-library/asset/3708
PlayerPrefs C#,Scripts,MIT,MarcWerk,https://godotengine.org/asset-library/asset/2291
Plexus Background,Templates,MIT,Spyrex,https://godotengine.org/asset-library/asset/687
Plugin Reloader,Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/3293
Polygon Counter,3D Tools,MIT,SinfulBobcat,https://godotengine.org/asset-library/asset/3794
Polygon2D Editor,2D Tools,MIT,shli,https://godotengine.org/asset-library/asset/2306
Polygon2d Generator,2D Tools,MIT,vyshliy,https://godotengine.org/asset-library/asset/790
PolygonCircleGen,3D Tools,MIT,Jitnaught,https://godotengine.org/asset-library/asset/2684
Polygonizer,2D Tools,MIT,sitiom,https://godotengine.org/asset-library/asset/720
Polygonizer,2D Tools,MIT,timoschwarzer,https://godotengine.org/asset-library/asset/75
Pong CS,Demos,MIT,MugenTwo,https://godotengine.org/asset-library/asset/493
Pong Multiplayer,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/138
Pong with C#,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/535
Pong with GDScript,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/121
Pong with VisualScript,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/136
Pong-based game template,Templates,MIT,Senopiece,https://godotengine.org/asset-library/asset/612
Post Effect Outline Shader,Shaders,MIT,arlez80,https://godotengine.org/asset-library/asset/902
Pretty Primitive,3D Tools,MIT,tomsart,https://godotengine.org/asset-library/asset/1319
Previewer_2D_3D,Tools,MIT,Amealky,https://godotengine.org/asset-library/asset/2543
ProCam2D - Godot 3.x,2D Tools,MIT,kalulu_games,https://godotengine.org/asset-library/asset/3072
ProCam2D - Godot 4.x,2D Tools,MIT,kalulu_games,https://godotengine.org/asset-library/asset/3071
Procedural Saver/Loader,Tools,Apache-2.0,Charlie W,https://godotengine.org/asset-library/asset/439
Procedural-Map-Generator,2D Tools,MIT,mihalysarolta-ubb,https://godotengine.org/asset-library/asset/2979
Projectiles2D,2D Tools,MIT,LisekGagatek,https://godotengine.org/asset-library/asset/1977
Projectiles2D,2D Tools,MIT,LisekGagatek,https://godotengine.org/asset-library/asset/2001
Prototype CSGs,3D Tools,CC0,Manonox,https://godotengine.org/asset-library/asset/3153
PythonScript,Scripts,MIT,touilleMan,https://godotengine.org/asset-library/asset/179
PythonScript-Pypy,Scripts,MIT,touilleMan,https://godotengine.org/asset-library/asset/192
QoL Camera,3D Tools,MIT,necauqua,https://godotengine.org/asset-library/asset/738
QR Code,2D Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/2090
Quality First Person Controller C#,3D Tools,MIT,Zakarya,https://godotengine.org/asset-library/asset/2892
Quality First Person Controller v2,3D Tools,MIT,Zakarya,https://godotengine.org/asset-library/asset/2418
Quick Script Change,Tools,MIT,disablak,https://godotengine.org/asset-library/asset/1622
QuickSettings,Tools,MIT,jmb462,https://godotengine.org/asset-library/asset/1222
QuickSettings,Tools,MIT,jmb462,https://godotengine.org/asset-library/asset/1223
Quicktweens,2D Tools,MIT,Cole Dingo,https://godotengine.org/asset-library/asset/3177
Quiver Analytics,Misc,MIT,amitQ,https://godotengine.org/asset-library/asset/2614
Quiver Leaderboards,Misc,MIT,amitQ,https://godotengine.org/asset-library/asset/2659
Quiver Player Accounts,Misc,MIT,amitQ,https://godotengine.org/asset-library/asset/2650
QuizNodes,Tools,MIT,MatiasVME,https://godotengine.org/asset-library/asset/205
Rabid Hole Punch,Tools,MIT,Rabid,https://godotengine.org/asset-library/asset/1052
Racing Cameras,3D Tools,MIT,skaruts,https://godotengine.org/asset-library/asset/3242
Radial Menu Control,2D Tools,MIT,Jesuisse,https://godotengine.org/asset-library/asset/3469
Random Audio Stream Player,Tools,MIT,timkrief,https://godotengine.org/asset-library/asset/651
Random Tiles Map Generator,Templates,MIT,portella0,https://godotengine.org/asset-library/asset/396
RandomTimer,Tools,MIT,Dritic,https://godotengine.org/asset-library/asset/1762
Recorder,Tools,MIT,henriquelalves,https://godotengine.org/asset-library/asset/220
ReCorner Correction,Scripts,MIT,SuperBenjaBros,https://godotengine.org/asset-library/asset/3969
RegEx (Regular Expressions) Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/149
Remote port on Toolbar,Misc,MIT,spastic,https://godotengine.org/asset-library/asset/641
Remove Orphan UID,Tools,MIT,Iceflower,https://godotengine.org/asset-library/asset/3772
REPL - Read-Eval-Print Loop toplevel,Tools,AGPLv3,Beuc,https://godotengine.org/asset-library/asset/857
Resource Wrangler,Tools,MIT,dbat,https://godotengine.org/asset-library/asset/1994
Rhubarb Lip Sync Third Party Integration,2D Tools,MIT,AniMesuro,https://godotengine.org/asset-library/asset/659
RigidBody Auto Scaler,Tools,MIT,hmans,https://godotengine.org/asset-library/asset/1700
RNGTools,Tools,MIT,flyingpimonster,https://godotengine.org/asset-library/asset/830
Rope,2D Tools,MIT,Vlabo,https://godotengine.org/asset-library/asset/62
rpc-await,Scripts,MIT,dominiks,https://godotengine.org/asset-library/asset/1746
RTS 3D Camera,3D Tools,MIT,sehgel,https://godotengine.org/asset-library/asset/843
Run instance,Tools,MIT,GhostNr1,https://godotengine.org/asset-library/asset/269
Runtime Ogg Vorbis GDExtension,Tools,MIT,JTE,https://godotengine.org/asset-library/asset/2393
SAV Debug Console,Tools,MIT,CraigLubitz,https://godotengine.org/asset-library/asset/3053
Save and Load Template,Templates,MIT,Shargon,https://godotengine.org/asset-library/asset/1182
SaveNode,Tools,MIT,Runner,https://godotengine.org/asset-library/asset/1153
Scene scattering tool,3D Tools,MIT,Zylann,https://godotengine.org/asset-library/asset/380
Scene Transition,Tools,MIT,luisboch,https://godotengine.org/asset-library/asset/503
Scene Tree Folders,Tools,MIT,TheGrandJaggard,https://godotengine.org/asset-library/asset/4084
SceneTexture - Scene Thumbnail and Icon Generation,Tools,MIT,ydeltastar,https://godotengine.org/asset-library/asset/3506
SCML importer,Tools,MIT,wojciechm,https://godotengine.org/asset-library/asset/1742
SCML importer,Tools,MIT,wojciechm,https://godotengine.org/asset-library/asset/448
Screen Capture Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/130
ScreenDebugger,Scripts,MIT,nonunknown,https://godotengine.org/asset-library/asset/564
Script Editor Docker,Tools,Unlicense,Cyber-Kun,https://godotengine.org/asset-library/asset/1796
Script Name On Top,Tools,MIT,rainlizard,https://godotengine.org/asset-library/asset/1530
ScriptWriter,Scripts,MIT,ACB_Gamez,https://godotengine.org/asset-library/asset/1411
SDF Font Demo,Demos,MIT,Godot Engine,https://godotengine.org/asset-library/asset/521
Search In Files Bar (SIFB),Tools,MIT,yonodusk,https://godotengine.org/asset-library/asset/3755
Selection Tools,Scripts,GPLv3,mohammedzero43,https://godotengine.org/asset-library/asset/811
Settings Manager,Tools,MIT,seimaaku,https://godotengine.org/asset-library/asset/3963
Shader for Transparent Water with Screen Space Reflections and Refraction,Shaders,MIT,marcelb,https://godotengine.org/asset-library/asset/2152
Shader Precompiler,Tools,MIT,CrushingJosch,https://godotengine.org/asset-library/asset/977
Side-Scrolling-Shooter,Templates,Proprietary,CatAClock,https://godotengine.org/asset-library/asset/3729
Simple Airplane Controller (models included!),3D Tools,MIT,matias.lavik,https://godotengine.org/asset-library/asset/2595
Simple Audio Manager,Misc,MIT,symbol24,https://godotengine.org/asset-library/asset/3276
Simple Character 3D,3D Tools,MIT,orial021,https://godotengine.org/asset-library/asset/3633
Simple Color Template Editor,Tools,MIT,DavidKBD,https://godotengine.org/asset-library/asset/776
Simple Concept Template: 2D Top-Down-Shooter,Templates,MIT,BosenCheng,https://godotengine.org/asset-library/asset/2460
Simple Concept Template: Main Menu,Templates,MIT,BosenCheng,https://godotengine.org/asset-library/asset/2578
Simple CRT Shader,2D Tools,MIT,henriquelalves,https://godotengine.org/asset-library/asset/38
Simple Free-Look Camera,Scripts,MIT,aloivmada,https://godotengine.org/asset-library/asset/701
Simple Free-Look Camera for Godot 4,Scripts,MIT,AlanRichard,https://godotengine.org/asset-library/asset/1561
Simple Normal Ocean,Shaders,MIT,creikey,https://godotengine.org/asset-library/asset/402
Simple Online Multiplayer Networking,Templates,MIT,Linko,https://godotengine.org/asset-library/asset/755
simple random position generator,Scripts,MIT,mo,https://godotengine.org/asset-library/asset/3468
Simple Scene Manager,Tools,MIT,symbol24,https://godotengine.org/asset-library/asset/3287
Simple Skybox,3D Tools,MIT,Chaosus,https://godotengine.org/asset-library/asset/165
Simple Test Harness,Tools,Apache-2.0,Aendawyn,https://godotengine.org/asset-library/asset/1675
Simple-First-Person-Controller,Scripts,MIT,Linko,https://godotengine.org/asset-library/asset/3882
